id,confirmation_code,duration,start_date,end_date,crackdown,issue,funding,Q1.2,Q1.3,favor_humanitarian,favor_human_rights,favor_development,donate_likely,amount_donate,amount_keep,amount_why,give_charity,volunteer,political_knowledge,ideology,education,religiosity,Q3.8,gender,gender_other,income,age,attention1_correct,attention2_correct,check1,check2,donate_likely_bin,favor_humanitarian_bin,favor_human_rights_bin,favor_development_bin,give_charity_3,give_charity_2,political_knowledge_bin,ideology_3,ideology_bin,education_bin,religiosity_bin,income_clean,income_bin,age_bin,gender_bin
R_3shpDYOHdNa28i2,1194815,142,2018-03-22T17:37:40Z,2018-03-22T17:40:03Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Neither likely nor unlikely,25,75,"I don't know enough, partly because the description doesn't tell me anything about the percentage of my contribution that goes to overhead versus to those who need help.",Once a month,Yes,Most of the time,Liberal,Graduate or professional degree,Once or twice a month,Blue,Male,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2v0p4ju2Q4DCDxP,276872,314,2018-03-22T17:35:22Z,2018-03-22T17:40:36Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Neutral,Unfavorable,Extremely unlikely,0,100,I would never donate to an organization without researching it thoroughly. The 100 that I keep will be later donated to an organization that I know I can support.,Once every three months,No,Most of the time,"Independent, leaning liberal",Graduate or professional degree,Never,Blue,Male,,"$70,000 – $79,999",65 – 74,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_1gd5je3tNe1gI5U,4009954,168,2018-03-22T17:38:57Z,2018-03-22T17:41:45Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Neither likely nor unlikely,15,85,I am not sure how they accomplish their goals.,Once every three months,No,Most of the time,"Independent, leaning liberal",2 year degree,Once a week,Blue,Male,,"$70,000 – $79,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$70,000 – $79,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_1i2JRmvI0qR7MU2,8400541,240,2018-03-22T17:38:22Z,2018-03-22T17:42:23Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Extremely unlikely,0,100,I WOULD NOT DONATE TO THIS ORGANIZATION,Once every three months,Yes,Most of the time,Very conservative,2 year degree,Once or twice a month,Blue,Female,,"$60,000 – $69,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"$60,000 – $69,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_3lzQUxky5oWfBAQ,2492385,133,2018-03-22T17:40:25Z,2018-03-22T17:42:39Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,It feels fair to share half,Once a month,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Female,,"$80,000 – $89,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$80,000 – $89,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_28G1ea2pOfrqZzU,9713731,145,2018-03-22T17:40:27Z,2018-03-22T17:42:53Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat unlikely,5,95,"I don't know much about IRC, so I would donate a minimal amount. I also donate to other causes.",Once a month,Yes,Most of the time,"Independent, leaning conservative",4 year degree,Once or twice a month,Blue,Male,,"$20,000 – $29,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_ThX4j0UwdgCsBNL,3839990,178,2018-03-22T17:40:44Z,2018-03-22T17:43:42Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,I donate 10 percent because this is a good nonprofit organization and keep the rest to pay my debts.,Once every three months,Yes,Only now and then,Independent,4 year degree,Once or twice a month,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Independent,Not liberal,BA and above,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3FPV5J3GkY2I57J,5995334,165,2018-03-22T17:45:58Z,2018-03-22T17:48:44Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,100,0,I like donating to nonprofit organizations,Once a month,Yes,Most of the time,Strong liberal,4 year degree,Once a week,Blue,Male,,"$50,000 – $59,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_3NRkuiVlPlamZ8p,7445152,71,2018-03-22T17:50:19Z,2018-03-22T17:51:30Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,80,20,"I need money for groceries, but they could have the rest.",Once a month,Yes,Some of the time,Strong liberal,Graduate or professional degree,Once or twice a month,Blue,Female,,"$80,000 – $89,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$80,000 – $89,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_3j0AsLkFBTVLa4z,6487777,261,2018-03-22T17:48:25Z,2018-03-22T17:52:46Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,0,100,I would take the 100 and use it to better help myself,Once a year,Yes,Some of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"$70,000 – $79,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2Yn2cb1nRw8ZQGx,3656433,180,2018-03-22T17:50:09Z,2018-03-22T17:53:09Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,8,92,"That is how much I feel that I could reasonably afford to donate, as I really need the rest of the money at this time, being as I am struggling financially.",Once every few years,No,Some of the time,"Independent, leaning conservative",Some college,Never,Blue,Female,,"$20,000 – $29,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Conservative,Not liberal,No BA,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1P7AJbLKkdS5wk1,8652735,227,2018-03-22T17:49:24Z,2018-03-22T17:53:12Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,80,20,BECAUSE I AM BROKE RIGHT NOW SO I WOULD BE SURE TO SAVE A LITTLE OF MY EXTRA MONEY FOR A WEEK WHEN I DIDNT HAVE ANYTHING EXTRA TO SPEND.,Once every three months,No,Most of the time,"Independent, leaning liberal",2 year degree,Never,Blue,Female,,"$80,000 – $89,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$80,000 – $89,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_2wSIOn0F4r2V6Oj,2622632,133,2018-03-22T17:51:19Z,2018-03-22T17:53:33Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,1,99,"I do not trust any nonprofit organization, i rather spend my money and do the volunteering myself so i know the money is being used correctly and benefiting the less fortunate.",Once a week,Yes,Most of the time,Conservative,4 year degree,Once a week,Blue,Female,,Prefer not to say,35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,,,At least 35 – 44,Female
R_3OelLNEyyjCh4qd,2021371,198,2018-03-22T17:52:10Z,2018-03-22T17:55:28Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,25,75,There is not enough information provided on the organization.,Once every three months,Yes,Most of the time,Liberal,Graduate or professional degree,Never,Blue,Female,,"$100,000 – $149,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_3noeda3sAmJTSnm,4418717,255,2018-03-22T17:51:45Z,2018-03-22T17:56:01Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,15,85,$15 seems like a reasonable amount. As far as the balance? I have expenses as do most...,Once every six months,Yes,Most of the time,Independent,4 year degree,Once or twice a month,Blue,Male,,"$90,000 – $99,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,BA and above,At least once a month,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_128SysCBvhChipL,4350781,181,2018-03-22T17:54:07Z,2018-03-22T17:57:08Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,5,95,I am not familiar with IRC and would like to find out more about the organization before donating a larger amount of money.,Once a month,No,Some of the time,Very conservative,Some college,A few times a year,Blue,Female,,"Less than $10,000",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"Less than $10,000","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1LGyHLCQT2l7uuN,7674871,206,2018-03-22T17:54:46Z,2018-03-22T17:58:13Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,29,71,I think there's too many refugees flooding into Europe and to a lesser extent America,Once a month,No,Most of the time,Conservative,4 year degree,A few times a year,Blue,Male,,"$90,000 – $99,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_1GBV30RXiLCkzco,2361815,141,2018-03-22T17:57:59Z,2018-03-22T18:00:21Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,20,80,I feel like $20 is an appropriate amount to help make a difference.,Once a year,Yes,Some of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3FJTmP8fmNYcXVo,3223671,185,2018-03-22T17:57:24Z,2018-03-22T18:00:30Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,i rarely donate unless i'm involved with the organization and know deep down what they are doing,Once every three months,Yes,Only now and then,"Independent, leaning liberal",4 year degree,A few times a year,Blue,Female,,"$90,000 – $99,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,BA and above,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1lbHQWi647bGzDE,7641207,256,2018-03-22T17:56:42Z,2018-03-22T18:00:58Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,100,0,I have a personal connection with someone involved in helping refugees.,Once a week,Yes,Only now and then,"Independent, leaning conservative",Some college,Once a week,Blue,Female,,"$70,000 – $79,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Not often,Conservative,Not liberal,No BA,At least once a month,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_3qq7EQGl1sKV7mV,9577122,162,2018-03-22T17:59:14Z,2018-03-22T18:01:56Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,51,49,i think it would be fair donating some and keeping some for myself,Once a year,No,Some of the time,Independent,High school graduate,Seldom,Blue,Male,,"Less than $10,000",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,No BA,Rarely,"Less than $10,000","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_9zzsCObPHZ1aIKJ,885327,123,2018-03-22T18:00:26Z,2018-03-22T18:02:29Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,Because it is generous but not spendthrifty,Once a week,Yes,Most of the time,Liberal,2 year degree,Seldom,Blue,Female,,"$10,000 – $19,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_sMQI1ciV4qYEtSp,4829462,159,2018-03-22T18:00:35Z,2018-03-22T18:03:14Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,8,92,I would donate a small portion to help the organization but I would keep the rest for myself as I really need the money.,Once every few years,No,Most of the time,"Independent, leaning conservative",4 year degree,Once a week,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Conservative,Not liberal,BA and above,At least once a month,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_aUYp7KvDV3gkbeh,5894375,112,2018-03-22T18:02:32Z,2018-03-22T18:04:25Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,0,100,I need the money right now,Once every six months,Yes,Most of the time,"Independent, leaning liberal",4 year degree,A few times a year,Blue,Female,,"$80,000 – $89,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$80,000 – $89,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_27gogOKHtdwkr3O,4260685,191,2018-03-22T18:01:53Z,2018-03-22T18:05:04Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,0,100,There are other NGOs that I support who I donate.  I would keep the $100 and donate to another NGO whose cause is more important to me.,Once a month,No,Most of the time,"Independent, leaning conservative",Graduate or professional degree,Never,Blue,Male,,"$90,000 – $99,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3NBVBHE44sWbY0E,5395142,190,2018-03-22T18:03:20Z,2018-03-22T18:06:30Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Extremely unlikely,0,100,"I don't know how they use the money, and I donate to other causes.",Once a week,Yes,Only now and then,Conservative,4 year degree,More than once a week,Blue,Female,,"$50,000 – $59,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Not often,Conservative,Not liberal,BA and above,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_1DnTZyag6lXABsJ,973029,173,2018-03-22T18:06:19Z,2018-03-22T18:09:12Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,20,80,"I don't know very much about this charity, so I wouldn't donate very much at first without research.",Once a year,Yes,Most of the time,Liberal,4 year degree,Never,Blue,Female,,"$30,000 – $39,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1In20HAruiOZHpC,4427761,440,2018-03-22T18:02:43Z,2018-03-22T18:10:03Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,1,99,It was stated that it received donations from government donors which I don't think I am so if I donated it would be low.,Once every few years,Yes,Most of the time,Independent,2 year degree,More than once a week,Blue,Male,,Prefer not to say,35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Independent,Not liberal,No BA,At least once a month,,,At least 35 – 44,Not Female
R_rouupzrv89E3TYR,1547775,123,2018-03-22T18:10:31Z,2018-03-22T18:12:35Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,There are other organizations that are more important in my life to donate to.,Once a month,Yes,Most of the time,"Independent, leaning conservative",2 year degree,A few times a year,Blue,Female,,"$100,000 – $149,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_1Q6GeqnhZRTPoBm,2592959,160,2018-03-22T18:11:28Z,2018-03-22T18:14:09Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,39,61,I need more information before I would donate more.,Once a year,No,Some of the time,"Independent, leaning conservative",4 year degree,Once or twice a month,Blue,Female,,"$40,000 – $49,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$40,000 – $49,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1pQzEaids0SVXwc,41853,174,2018-03-22T18:13:37Z,2018-03-22T18:16:31Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,100,0,I don't need the money as badly as others might.,Once every three months,No,Some of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$50,000 – $59,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1gpfj4EdT52FkJp,2690260,114,2018-03-22T18:17:55Z,2018-03-22T18:19:50Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,10,90,"I am in need of money at the moment, trying to survive life myself. If i had expendable income I would definitely donate to this",Once every few years,No,Most of the time,"Independent, leaning liberal",Some college,Never,Blue,Male,,"$20,000 – $29,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,No BA,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_2DOKy3AFjwme6JK,903353,1042,2018-03-22T18:02:27Z,2018-03-22T18:19:50Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,10,90,Low donation due to the extra $100 will current my bills.,Once a year,Yes,Some of the time,Liberal,Some college,Once a week,Blue,Female,,"$10,000 – $19,999",65 – 74,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_3ksKRafuMj41BXG,3260137,136,2018-03-22T18:18:34Z,2018-03-22T18:20:50Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat unlikely,0,100,I dont know enough about this organization,Once a week,No,Most of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Male,,"$100,000 – $149,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_1KwoRpi0PSYCD4M,9779381,98,2018-03-22T18:19:48Z,2018-03-22T18:21:26Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Neutral,Somewhat unlikely,5,95,honeslty because i need the money,Once a year,Yes,Only now and then,Conservative,2 year degree,Once a week,Blue,Female,,"$50,000 – $59,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Not favorable,Once a month-once a year,At least once a year,Not often,Conservative,Not liberal,No BA,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_2ErQucctz2bak0w,2707924,163,2018-03-22T18:21:15Z,2018-03-22T18:23:59Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,20,80,I think it is a fair amount,Once every three months,Yes,Some of the time,Independent,2 year degree,Seldom,Blue,Female,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Independent,Not liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_3hGfwLxvVNcOUUA,4099135,179,2018-03-22T18:22:53Z,2018-03-22T18:25:52Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,9,91,want to be part of the nonprofit organization with similar views like mine.,Once a week,No,Some of the time,Independent,4 year degree,Once a week,Blue,Male,,"$50,000 – $59,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Independent,Not liberal,BA and above,At least once a month,"$50,000 – $59,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_1r8RSimwniMGFH5,6442244,116,2018-03-22T18:24:30Z,2018-03-22T18:26:26Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Neutral,Somewhat unlikely,0,100,i'm not in favor of IRC,Once every few years,No,Only now and then,"Independent, leaning conservative",4 year degree,Seldom,Blue,Female,,"$70,000 – $79,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Not favorable,Rarely,Rarely,Not often,Conservative,Not liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1j84iTggshAxSwE,6371084,162,2018-03-22T18:23:53Z,2018-03-22T18:26:35Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,8,92,I normally donate 10 percent.,Once every three months,Yes,Most of the time,Liberal,2 year degree,A few times a year,Blue,Female,,"$90,000 – $99,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$90,000 – $99,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_XuNF14SRBUQZIeR,4348225,143,2018-03-22T18:29:21Z,2018-03-22T18:31:44Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,8,92,only what I can afford,Once every few years,No,Most of the time,Conservative,High school graduate,A few times a year,Blue,Male,,"$10,000 – $19,999",55 – 64,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Favorable,Rarely,Rarely,Often,Conservative,Not liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_1nUY8qgT6wJEUq3,4703634,135,2018-03-22T18:31:09Z,2018-03-22T18:33:25Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,10,90,Not familiar with them so don’t want to give too much.,Once every six months,No,Most of the time,Liberal,4 year degree,Seldom,Blue,Female,,"$70,000 – $79,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_1Fyz4ebUVQrHFjT,964031,106,2018-03-22T18:34:01Z,2018-03-22T18:35:47Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat unlikely,3,97,"Their mission doesn't match my primary targets for charitable giving (literacy and women's rights), but if it were convenient I'd put a couple of dollars in a donation box.",Once every six months,No,Most of the time,Strong liberal,4 year degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2tmMrYbGp6YyMOD,8550648,172,2018-03-22T18:33:22Z,2018-03-22T18:36:15Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,i'm not that familiar with the organization and they receive funding from the government.  i would need more information before donating to an organization like this,Once every six months,No,Some of the time,Liberal,Some college,Seldom,Blue,Female,,"$100,000 – $149,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_1hKdd7D1Ykvpk1y,8369603,164,2018-03-22T18:35:57Z,2018-03-22T18:38:42Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,5,95,i'm not rich so that extra 95 could help with bills etc,Once every three months,No,Some of the time,Liberal,High school graduate,Never,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
