StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q2.1_1,Q2.1_2,Q2.1_3,Q2.3,Q2.4_1,Q2.4_2,Q2.5,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.9_4_TEXT,Q3.10,Q3.11,mTurkCode,crackdown,issue,funding
2018-03-22 18:50:33,2018-03-22 18:54:45,IP Address,74.118.45.208,100,252,True,2018-03-22 18:54:45,R_323nqI7c7OR49Sx,,,,,36.392501831055,-84.907402038574,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,72,28,Because if I have extra funds I want to save some for a rainy day and donate some because the cause is a worthy one.,Once every three months,Yes,Some of the time,"Independent, leaning conservative",4 year degree,Once a week,Blue,Male,,"$20,000 – $29,999",55 – 64,4843231,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 18:52:37,2018-03-22 18:55:10,IP Address,173.218.40.158,100,152,True,2018-03-22 18:55:10,R_3CTMIkSwwWMwc9B,,,,,36.66960144043,-93.261497497559,anonymous,EN,Yes,"Green,Yellow",Neutral,Unfavorable,Neutral,Neither likely nor unlikely,18,82,Need more information on the charity before making a decision,Once a year,Yes,Only now and then,Conservative,Some college,Once a week,Blue,Female,,"$70,000 – $79,999",45 – 54,4138009,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 18:51:26,2018-03-22 18:55:43,IP Address,24.181.229.172,100,257,True,2018-03-22 18:55:44,R_25GvhPM3AUsancE,,,,,42.289306640625,-71.794403076172,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,10,90,Because i wanted to start donating small and watch how the organization is behaving then i would decide to donate more or not in the future.,Once a year,No,Most of the time,"Independent, leaning liberal",Some college,Once a week,Blue,Male,,"$100,000 – $149,999",25 – 34,6174611,.,human rights for refugees,government donors
2018-03-22 18:43:31,2018-03-22 18:56:32,IP Address,75.105.169.12,100,780,True,2018-03-22 18:56:32,R_3DyrA9d86fy61jP,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,40,60,I feel like $40 is enough for a one time donation. I will donate again later.,Once a month,Yes,Most of the time,Strong liberal,High school graduate,A few times a year,Blue,Male,,"$20,000 – $29,999",35 – 44,4954743,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 18:54:53,2018-03-22 18:56:46,IP Address,66.68.69.89,100,113,True,2018-03-22 18:56:47,R_22LlbdGWTxGOHTh,,,,,30.241394042969,-97.768699645996,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,40,60,"I do not know much about this organization, so i would start smaller",Once every six months,Yes,Most of the time,Liberal,Graduate or professional degree,Seldom,Blue,Female,,"$60,000 – $69,999",25 – 34,6632456,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 18:56:06,2018-03-22 18:58:07,IP Address,68.227.226.19,100,120,True,2018-03-22 18:58:07,R_1eEnZTmzMAux2ko,,,,,33.465194702148,-112.04969787598,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,10% is a good donation,Once a year,No,Some of the time,"Independent, leaning conservative",4 year degree,Seldom,Blue,Male,,"More than $150,000",35 – 44,3372469,.,humanitarian assistance for refugees,government donors
2018-03-22 18:57:37,2018-03-22 19:01:13,IP Address,172.113.29.242,100,216,True,2018-03-22 19:01:14,R_3LZnIs8mi9k689q,,,,,34.052993774414,-117.24890136719,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Extremely likely,100,0,I would donate the money because I need to do my part to contribute to the world. I would not keep any of the money because I feel like this is a good cause to donate to.,Once a year,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Once or twice a month,Blue,Female,,"$10,000 – $19,999",35 – 44,3388255,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 18:56:51,2018-03-22 19:02:20,IP Address,73.106.74.143,100,328,True,2018-03-22 19:02:21,R_2CZhlErZh0r7MDb,,,,,33.847702026367,-84.281402587891,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,42,58,"I have a lot of debt from medical expenses, it would be wrong for me to give more than I would apply to get myself out of debt.",Once a month,No,Most of the time,Strong liberal,4 year degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,4914339,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 18:51:51,2018-03-22 19:02:46,IP Address,98.244.170.5,100,654,True,2018-03-22 19:02:47,R_2zqF3GKUvcB5lXs,,,,,31.858093261719,-81.585403442383,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,that's not really something I want to support,Once every three months,No,Hardly at all,Conservative,Some college,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,5661523,.,human rights for refugees,"individual, private donors"
2018-03-22 18:59:20,2018-03-22 19:03:46,IP Address,71.31.114.111,100,266,True,2018-03-22 19:03:47,R_1CqdeWbj3JeyVmv,,,,,33.016098022461,-83.570999145508,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,50,50,"It's a 50/50 split.  While it is extra money, I still like to keep extra money around for emergencies.  This seems fair and even.",Never,No,Only now and then,Independent,High school graduate,Seldom,Blue,Female,,"$100,000 – $149,999",25 – 34,835925,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 19:02:46,2018-03-22 19:08:39,IP Address,104.174.188.245,100,352,True,2018-03-22 19:08:39,R_uqxh25Axl83P3wZ,,,,,33.830200195312,-118.31469726562,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,15,85,"I'm unaware of what the company's procedures are or how they act as a company, due to this I can't donate a big amount right off the bat.",Once a year,No,Hardly at all,Liberal,2 year degree,Once a week,Blue,Male,,"$30,000 – $39,999",25 – 34,3304472,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:07:44,2018-03-22 19:09:55,IP Address,184.7.114.77,100,131,True,2018-03-22 19:09:55,R_0TK3Sv7O3Hdfvhf,,,,,30.109405517578,-95.251899719238,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,10,90,"I'm sorry, but I'm far enough on bills (and working on Turks after a full day of work) that I'm keeping most of it",Once every few years,No,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"$70,000 – $79,999",45 – 54,5430061,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:12:00,2018-03-22 19:16:03,IP Address,174.198.13.220,100,243,True,2018-03-22 19:16:04,R_3M3bs1HGykal3k4,,,,,42.622604370117,-87.830001831055,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat likely,40,60,"I would want to donate to help, but at the same time I can't really trust that my money is actually going to help people or if it's just going to fund somebody's pocket.",Once every few years,No,Only now and then,"Independent, leaning conservative",High school graduate,Never,Blue,Female,,"Less than $10,000",35 – 44,7442070,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 19:14:33,2018-03-22 19:16:14,IP Address,209.105.184.154,100,100,True,2018-03-22 19:16:14,R_2dmv0PAeWi4SM3H,,,,,41.520492553711,-80.800796508789,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,I donate more to animal conservation,Once every three months,No,Some of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$20,000 – $29,999",18 – 24,7948572,.,humanitarian assistance for refugees,government donors
2018-03-22 19:18:09,2018-03-22 19:19:27,IP Address,76.178.180.108,100,77,True,2018-03-22 19:19:27,R_31WQfOR2bNzrwhg,,,,,46.732192993164,-117.24549865723,anonymous,EN,Yes,"Green,Yellow",Very favorable,Neutral,Neutral,Extremely unlikely,0,100,I am not a fan of this organizations work,Once a year,Yes,Most of the time,Conservative,Some college,Never,Blue,Male,,"$10,000 – $19,999",18 – 24,922409,.,human rights for refugees,"individual, private donors"
2018-03-22 19:20:47,2018-03-22 19:24:04,IP Address,174.235.135.12,100,196,True,2018-03-22 19:24:04,R_1gCs0Tj1xlOGcsG,,,,,29.887405395508,-90.026100158691,anonymous,EN,Yes,"Green,Yellow",Neutral,Favorable,Favorable,Neither likely nor unlikely,54,46,I would donate half because it's a good cause and I would keep half to help pay my bills,Never,No,Hardly at all,Independent,Some college,Seldom,Blue,Female,,"$20,000 – $29,999",25 – 34,974492,.,human rights for refugees,government donors
2018-03-22 19:21:05,2018-03-22 19:24:20,IP Address,172.58.233.122,100,195,True,2018-03-22 19:24:21,R_5cHW4jIy62BUPnP,,,,,40.735504150391,-74.174102783203,anonymous,EN,Yes,"Green,Yellow",Neutral,Unfavorable,Favorable,Extremely likely,48,52,I need for my own stuff and helping is good too,Once every six months,No,Most of the time,Very conservative,Some college,More than once a week,Blue,Male,,"Less than $10,000",35 – 44,2642248,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 19:20:39,2018-03-22 19:25:51,IP Address,190.94.198.157,100,311,True,2018-03-22 19:25:51,R_2Xd0hK0kUBToLP4,,,,,8.298095703125,-62.718597412109,anonymous,EN,Yes,Pink,Unfavorable,Neutral,Unfavorable,Somewhat likely,46,54,because I like to help the most needy,Once a month,Yes,Only now and then,"Independent, leaning liberal",High school graduate,A few times a year,Blue,Male,,"$20,000 – $29,999",25 – 34,8803599,.,human rights for refugees,"individual, private donors"
2018-03-22 19:24:08,2018-03-22 19:27:48,IP Address,68.96.59.213,100,220,True,2018-03-22 19:27:48,R_2xQAh2I2ekoLkAH,,,,,33.285202026367,-112.03759765625,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,70,30,I would keep 30 for my self to put into my savings for emergencies because you never know what might come up. I would donate the 70 to help IRC. They are doing good work in countries where it is tough for groups like them to operate and they need all the help they can get.,Once a month,No,Some of the time,"Independent, leaning conservative",4 year degree,Never,Blue,Female,,"$100,000 – $149,999",35 – 44,3025921,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:22:35,2018-03-22 19:28:26,IP Address,116.98.47.139,100,350,True,2018-03-22 19:28:27,R_2dhfXKd6HNmjDB7,,,,,21.033294677734,105.85000610352,anonymous,EN,Yes,"Green,Yellow",Unfavorable,Favorable,Very favorable,Somewhat likely,21,79,"Because I like ",Once every three months,Yes,Only now and then,Independent,Doctorate,Once a week,Blue,Female,,"$20,000 – $29,999",25 – 34,5672360,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 19:26:20,2018-03-22 19:28:33,IP Address,73.128.71.61,100,133,True,2018-03-22 19:28:33,R_BKidVufbCz5jPC9,,,,,38.921295166016,-77.038597106934,anonymous,EN,Yes,Blue,Very favorable,Very favorable,Very favorable,Somewhat likely,20,80,I would want to keep most of it for savings,Once every six months,No,Most of the time,Conservative,4 year degree,Once or twice a month,Blue,Male,,"More than $150,000",45 – 54,4885480,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:24:34,2018-03-22 19:29:28,IP Address,104.169.138.225,100,293,True,2018-03-22 19:29:28,R_3gTMedpF6A7fpUG,,,,,39.46110534668,-83.817199707031,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,0,100,"I don't know enough about them to make a donation, I'd rather do more research and/or put the money to use here then risk it being wasted in a bad organization.",Once every six months,No,Most of the time,Independent,Some college,Once or twice a month,Blue,Female,,Prefer not to say,35 – 44,2968452,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 19:28:41,2018-03-22 19:30:10,IP Address,100.2.97.239,100,89,True,2018-03-22 19:30:11,R_3kGt0FQfQyHhCjJ,,,,,40.596099853516,-73.973197937012,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Neither likely nor unlikely,12,88,"I'm not ""rich"" so I would try to keep as much as I can without feeling bad",Once every few years,No,Only now and then,Liberal,4 year degree,Never,Blue,Female,,"$50,000 – $59,999",18 – 24,3973385,.,humanitarian assistance for refugees,government donors
2018-03-22 19:26:58,2018-03-22 19:30:34,IP Address,98.80.222.59,100,215,True,2018-03-22 19:30:34,R_2aDLVtU4bAj82fU,,,,,32.829299926758,-83.492797851562,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,I would donate the rest to another nonprofit.,Once every six months,No,Most of the time,Independent,High school graduate,Seldom,Blue,Female,,"$60,000 – $69,999",35 – 44,2252753,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 19:28:52,2018-03-22 19:33:04,IP Address,50.49.218.95,100,252,True,2018-03-22 19:33:05,R_22KWlPF3d0mJuU7,,,,,41.448699951172,-74.46900177002,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,10,90,"Still paying off college/car/life debt, would give more if I could",Once a week,Yes,Most of the time,Liberal,Some college,Never,Blue,Female,,"$40,000 – $49,999",35 – 44,3359716,.,human rights for refugees,government donors
2018-03-22 19:33:01,2018-03-22 19:34:48,IP Address,65.112.8.5,100,107,True,2018-03-22 19:34:49,R_2PchUvKiUscZAWC,,,,,42.380004882812,-71.13289642334,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,I generally do not donate to organizations.,Once every few years,No,Some of the time,Liberal,Graduate or professional degree,Once a week,Blue,Female,,"$40,000 – $49,999",25 – 34,390675,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 19:32:44,2018-03-22 19:36:31,IP Address,75.70.148.40,100,227,True,2018-03-22 19:36:32,R_ZrF9LxifTZwCjM5,,,,,39.928497314453,-104.95590209961,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,30,70,I would like to donate money to this cause but I would also first like to do more research on the organization to see how much of the money I donate goes directly to humanitarian assistance and how much to administrative costs.,Once every three months,No,Some of the time,Liberal,4 year degree,Never,Blue,Female,,"$70,000 – $79,999",35 – 44,5644079,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 19:35:30,2018-03-22 19:37:12,IP Address,72.76.108.27,100,102,True,2018-03-22 19:37:13,R_e3yqrFVlxTtTot3,,,,,40.80859375,-74.186897277832,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Somewhat likely,1,99,"I dont donate unless I'm extremely informed in a cause ",Once a year,No,Some of the time,"Independent, leaning liberal",Some college,Once or twice a month,Blue,Male,,"$70,000 – $79,999",18 – 24,2175576,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:35:34,2018-03-22 19:37:48,IP Address,184.55.25.38,100,133,True,2018-03-22 19:37:48,R_pnN7B2gRmvjHDjP,,,,,43.768493652344,-88.016098022461,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,20,80,I could give a little and I already donate to charities that help refugees.,Once every six months,No,Only now and then,"Independent, leaning conservative",4 year degree,Once a week,Blue,Female,,"$90,000 – $99,999",35 – 44,6867546,.,humanitarian assistance for refugees,government donors
2018-03-22 19:33:30,2018-03-22 19:38:36,IP Address,174.26.108.139,100,305,True,2018-03-22 19:38:37,R_2VxvzgNGsMjhpX6,,,,,33.629898071289,-112.13339996338,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat unlikely,0,100,I don't donate to companies I am unfamiliar with.,Once a month,No,Most of the time,"Independent, leaning conservative",Some college,Once a week,Blue,Female,,"$10,000 – $19,999",65 – 74,9157667,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 19:39:02,2018-03-22 19:40:31,IP Address,4.36.113.158,100,89,True,2018-03-22 19:40:32,R_33a4BlRU0M6lwiY,,,,,27.186996459961,-81.871299743652,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat unlikely,49,51,"I would want to help those in need. ",Once a month,Yes,Some of the time,Independent,Graduate or professional degree,Once a week,Blue,Female,,"$60,000 – $69,999",35 – 44,7091890,.,human rights for refugees,government donors
2018-03-22 19:38:59,2018-03-22 19:40:58,IP Address,24.158.126.83,100,119,True,2018-03-22 19:40:59,R_3fZ5O4ximVz2I3v,,,,,35.857192993164,-84.017700195312,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely unlikely,25,75,"I'd give 25 because it seems like a reasonable amount where I can support the cause and have some money for my self to. ",Once a month,Yes,Only now and then,Strong liberal,2 year degree,Never,Blue,Male,,"$40,000 – $49,999",25 – 34,6409096,.,human rights for refugees,"individual, private donors"
2018-03-22 19:39:49,2018-03-22 19:42:16,IP Address,98.215.144.116,100,147,True,2018-03-22 19:42:17,R_3KGShIMTumDb5MT,,,,,40.549392700195,-89.625198364258,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,"My financial situation doesn't allow me to donate to charities right now.  However, if I were to donate, I would prefer to donate to charities that keep the money in the US.",Once every three months,Yes,Most of the time,Conservative,4 year degree,Never,Blue,Female,,"$70,000 – $79,999",25 – 34,215645,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:39:41,2018-03-22 19:43:51,IP Address,66.74.51.40,100,249,True,2018-03-22 19:43:51,R_r1E9N0u7aENpW93,,,,,34.153701782227,-116.41889953613,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Neither likely nor unlikely,5,95,Don't actually trust where the money goes and I already have enough personal debt.,Once every few years,No,Most of the time,"Independent, leaning conservative",2 year degree,Seldom,Blue,Male,,Prefer not to say,45 – 54,5088054,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:43:29,2018-03-22 19:45:46,IP Address,68.102.204.170,100,137,True,2018-03-22 19:45:46,R_1Os4Q3LmtcSfhCa,,,,,37.773803710938,-97.367599487305,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,"Our family is quite poor, and we are truly in need of it.",Once a month,Yes,Some of the time,Very conservative,4 year degree,More than once a week,Blue,Female,,"$30,000 – $39,999",25 – 34,3516538,.,humanitarian assistance for refugees,government donors
2018-03-22 19:44:12,2018-03-22 19:47:48,IP Address,98.94.15.153,100,215,True,2018-03-22 19:47:48,R_3JgtbT4kD3QHLs4,,,,,33.345703125,-81.972198486328,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Very favorable,Somewhat likely,50,50,It's just a 100 that was extra but I think that sharing in half would still be of assistance to the IRC.,Once a month,Yes,Most of the time,Liberal,High school graduate,Once a week,Blue,Female,,"More than $150,000",35 – 44,6696657,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 19:46:01,2018-03-22 19:48:04,IP Address,107.216.194.169,100,122,True,2018-03-22 19:48:04,R_psKS8F9CM2UYirL,,,,,30.068405151367,-95.372703552246,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,30,70,"It sounds like a good charity, but there are others I would like to give money to as well.  So even though I said keep 70 for myself I would take that and give to a couple other charities",Once every three months,No,Some of the time,Liberal,Some college,Never,Blue,Female,,"$40,000 – $49,999",35 – 44,3670956,.,human rights for refugees,"individual, private donors"
2018-03-22 19:43:27,2018-03-22 19:48:08,IP Address,73.192.160.76,100,280,True,2018-03-22 19:48:08,R_1j7LJNw2Vv98ytT,,,,,38.672897338867,-121.14880371094,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Somewhat likely,60,40,It's a good cause but I also need some money,Once a year,No,Most of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$80,000 – $89,999",25 – 34,7267976,.,humanitarian assistance for refugees,government donors
2018-03-22 19:43:23,2018-03-22 19:48:27,IP Address,66.169.80.89,100,304,True,2018-03-22 19:48:27,R_1BQ3xAEleC78Nzy,,,,,35.048400878906,-82.08519744873,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Extremely unlikely,0,100,Because even though it may be a good cause I've got a husband and three kids to support and too many bills.,Once every few years,No,Only now and then,Conservative,Some college,Seldom,Blue,Female,,"$20,000 – $29,999",45 – 54,6740803,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:46:53,2018-03-22 19:49:51,IP Address,47.201.186.235,100,178,True,2018-03-22 19:49:52,R_3LcotxFRuNlrltC,,,,,27.916595458984,-82.803199768066,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Somewhat likely,10,90,"Just like church, 10 percent to the church.",Once every six months,No,Only now and then,Strong liberal,Some college,Once a week,Blue,Male,,"$30,000 – $39,999",45 – 54,6747065,.,human rights for refugees,government donors
2018-03-22 19:47:06,2018-03-22 19:50:10,IP Address,201.185.177.166,100,184,True,2018-03-22 19:50:11,R_1guvtRljEFjTXxe,,,,,6.2518005371094,-75.563598632812,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,1,99,"Government donors are wealthy enough, I do not know this NGO so well.",Once a month,Yes,Some of the time,Independent,4 year degree,More than once a week,Blue,Male,,"$10,000 – $19,999",45 – 54,5819438,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 19:47:44,2018-03-22 19:50:12,IP Address,162.239.107.49,100,147,True,2018-03-22 19:50:12,R_3pniNlnKH32sKPK,,,,,32.468002319336,-96.987297058105,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Favorable,Somewhat unlikely,30,70,have other causes to contribute to,Once a month,Yes,Most of the time,"Independent, leaning conservative",High school graduate,More than once a week,Blue,Male,,"$60,000 – $69,999",55 – 64,5694513,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 19:48:06,2018-03-22 19:50:23,IP Address,50.108.182.76,100,137,True,2018-03-22 19:50:24,R_Yc1UONX6XVknqQV,,,,,43.185806274414,-77.602401733398,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,"I'm super broke and owe a lot in student loans, but IRC is really important and the lives of refugees matter. Also, they rely mainly on private donor support.",Once a month,Yes,Most of the time,Strong liberal,Some college,Seldom,Blue,Female,,"Less than $10,000",18 – 24,576029,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 19:49:16,2018-03-22 19:50:56,IP Address,47.156.143.118,100,100,True,2018-03-22 19:50:57,R_3DpUul71WDFkkmA,,,,,34.011505126953,-117.85350036621,anonymous,EN,Yes,"Green,Yellow",Unfavorable,Favorable,Favorable,Extremely unlikely,0,100,I’m not really sure about the organization. I would need to do more research about their beliefs.,Once every six months,No,Some of the time,Independent,4 year degree,More than once a week,Blue,Female,,"Less than $10,000",25 – 34,9251740,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 19:46:34,2018-03-22 19:50:57,IP Address,161.97.235.156,100,262,True,2018-03-22 19:50:57,R_2dXDGTrADRFlC7P,,,,,40.168899536133,-105.09449768066,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,Since I was small child my parents thought me to help others. The other half I would donate to other organization,Once every six months,Yes,Some of the time,Independent,4 year degree,A few times a year,Blue,Female,,"$90,000 – $99,999",45 – 54,6009603,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 19:50:30,2018-03-22 19:52:29,IP Address,71.183.61.243,100,119,True,2018-03-22 19:52:30,R_e5JnCAkvfY10RnH,,,,,40.813201904297,-73.938598632812,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,0,100,"Right now I need the $100 to pay my bills. ",Once a month,Yes,Some of the time,Liberal,4 year degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,1160268,.,human rights for refugees,government donors
2018-03-22 19:52:55,2018-03-22 19:54:57,IP Address,108.243.61.166,100,122,True,2018-03-22 19:54:58,R_3KGuYoWQl1naAId,,,,,38.430206298828,-84.290397644043,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,13,87,It may not go to them.,Once a year,No,Some of the time,Strong liberal,2 year degree,Never,Blue,Female,,"$30,000 – $39,999",45 – 54,1014254,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 19:53:02,2018-03-22 19:55:00,IP Address,162.242.32.118,100,117,True,2018-03-22 19:55:01,R_DpYW08Pz24fWGl3,,,,,44.97590637207,-93.216598510742,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,23,77,"I'm a student right now, so I have to watch what I spend, but if I earned more I would donate more.",Once every three months,No,Only now and then,Conservative,4 year degree,Once or twice a month,Blue,Female,,"$50,000 – $59,999",18 – 24,1443363,.,human rights for refugees,"individual, private donors"
2018-03-22 19:56:52,2018-03-22 19:58:12,IP Address,97.99.123.214,100,79,True,2018-03-22 19:58:12,R_2QQi4GOX4xblZbZ,,,,,33.001693725586,-96.844100952148,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,9,91,I don't have a whole lot of money,Never,No,Only now and then,Liberal,4 year degree,Never,Blue,Female,,"$50,000 – $59,999",25 – 34,1517221,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:01:52,2018-03-22 20:03:39,IP Address,108.21.101.53,100,107,True,2018-03-22 20:03:40,R_bloZxoLgvoDSnqV,,,,,40.639099121094,-73.898597717285,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Somewhat likely,46,54,My logical choice and feelings,Once a week,No,Some of the time,Conservative,Some college,More than once a week,Blue,Female,,"$40,000 – $49,999",45 – 54,5871273,.,humanitarian assistance for refugees,government donors
2018-03-22 19:56:20,2018-03-22 20:03:52,IP Address,173.17.134.210,100,452,True,2018-03-22 20:03:53,R_OrGp20Z2lLuWpmV,,,,,34.816802978516,-86.682502746582,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,50,50,I will donate because I think fighting for human rights are important.,Once every three months,Yes,Some of the time,Liberal,Graduate or professional degree,Once a week,Blue,Female,,"$50,000 – $59,999",35 – 44,1911865,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
